timestamp,open,high,low,close,volume
2025-01-02 09:00:00-03:00,6100.0,6102.95,6099.72,6101.59,4320
2025-01-02 09:05:00-03:00,6100.9,6100.9,6095.9,6096.16,5597
2025-01-02 09:10:00-03:00,6095.81,6103.48,6095.81,6100.08,3875
2025-01-02 09:15:00-03:00,6101.88,6106.65,6101.88,6104.99,5752
2025-01-02 09:20:00-03:00,6105.68,6105.68,6092.37,6094.81,3748
2025-01-02 09:25:00-03:00,6094.22,6094.22,6086.86,6088.02,3496
2025-01-02 09:30:00-03:00,6087.95,6096.01,6085.96,6088.68,3196
2025-01-02 09:35:00-03:00,6088.65,6091.49,6085.81,6087.03,3834
2025-01-02 09:40:00-03:00,6086.23,6088.87,6085.47,6086.95,3684
2025-01-02 09:45:00-03:00,6086.15,6086.15,6077.89,6082.5,3403
2025-01-02 09:50:00-03:00,6083.56,6089.3,6082.3,6087.08,3150
2025-01-02 09:55:00-03:00,6086.65,6093.95,6086.65,6091.14,5204
2025-01-02 10:00:00-03:00,6090.0,6092.26,6087.5,6091.48,3045
2025-01-02 10:05:00-03:00,6091.44,6100.54,6091.44,6097.36,4853
2025-01-02 10:10:00-03:00,6097.49,6100.68,6097.49,6099.8,4793
2025-01-02 10:15:00-03:00,6097.74,6097.74,6093.09,6095.32,3208
2025-01-02 10:20:00-03:00,6095.28,6098.5,6095.28,6097.24,4694
2025-01-02 10:25:00-03:00,6098.15,6098.15,6091.01,6092.24,5343
2025-01-02 10:30:00-03:00,6092.71,6098.4,6092.71,6096.82,3953
2025-01-02 10:35:00-03:00,6099.15,6099.15,6095.91,6096.56,4026
2025-01-02 10:40:00-03:00,6097.87,6101.13,6090.28,6095.6,3552
2025-01-02 10:45:00-03:00,6097.11,6097.11,6089.12,6092.05,3440
2025-01-02 10:50:00-03:00,6094.97,6103.28,6094.97,6098.42,3282
2025-01-02 10:55:00-03:00,6099.22,6100.23,6096.35,6097.62,3903
2025-01-02 11:00:00-03:00,6097.79,6099.92,6093.92,6095.38,3907
2025-01-02 11:05:00-03:00,6096.4,6096.4,6092.61,6093.55,6908
2025-01-02 11:10:00-03:00,6092.96,6096.64,6092.96,6096.32,3360
2025-01-02 11:15:00-03:00,6096.43,6099.45,6092.34,6098.23,3776
2025-01-02 11:20:00-03:00,6097.55,6105.63,6097.55,6100.38,3615
2025-01-02 11:25:00-03:00,6100.8,6104.07,6100.8,6102.63,3054
2025-01-02 11:30:00-03:00,6101.95,6115.73,6101.95,6113.83,4126
2025-01-02 11:35:00-03:00,6113.11,6114.14,6108.7,6111.7,3121
2025-01-02 11:40:00-03:00,6112.14,6112.14,6108.79,6109.03,5261
2025-01-02 11:45:00-03:00,6108.88,6108.88,6100.95,6104.77,4690
2025-01-02 11:50:00-03:00,6102.76,6108.44,6102.76,6107.99,3177
2025-01-02 11:55:00-03:00,6106.47,6118.75,6106.47,6113.9,3297
2025-01-02 12:00:00-03:00,6112.7,6113.77,6111.09,6113.3,7275
2025-01-02 12:05:00-03:00,6112.38,6112.38,6107.96,6108.91,3489
2025-01-02 12:10:00-03:00,6109.34,6109.34,6103.43,6104.6,5029
2025-01-02 12:15:00-03:00,6104.83,6110.12,6102.89,6108.0,3331
2025-01-02 12:20:00-03:00,6109.11,6113.29,6109.11,6111.88,3229
2025-01-02 12:25:00-03:00,6112.67,6115.19,6112.67,6114.73,4043
2025-01-02 12:30:00-03:00,6115.85,6115.85,6110.28,6111.24,5095
2025-01-02 12:35:00-03:00,6111.88,6114.04,6110.9,6112.46,3039
2025-01-02 12:40:00-03:00,6112.68,6115.9,6107.35,6113.07,6420
2025-01-02 12:45:00-03:00,6114.22,6114.98,6111.68,6114.21,3348
2025-01-02 12:50:00-03:00,6115.18,6119.97,6115.18,6118.78,4965
2025-01-02 12:55:00-03:00,6119.17,6121.09,6119.17,6119.95,3843
2025-01-02 13:00:00-03:00,6121.28,6125.1,6121.28,6123.5,3559
2025-01-02 13:05:00-03:00,6121.04,6125.0,6121.04,6123.86,3888
2025-01-02 13:10:00-03:00,6123.55,6127.45,6121.3,6125.37,4420
2025-01-02 13:15:00-03:00,6125.05,6131.25,6125.05,6128.68,3446
2025-01-02 13:20:00-03:00,6129.89,6129.89,6118.07,6121.04,3241
2025-01-02 13:25:00-03:00,6122.69,6124.03,6114.73,6119.37,3672
2025-01-02 13:30:00-03:00,6117.85,6119.18,6114.61,6116.91,4217
2025-01-02 13:35:00-03:00,6118.38,6118.38,6107.8,6113.56,3961
2025-01-02 13:40:00-03:00,6112.34,6112.34,6108.16,6112.12,4749
2025-01-02 13:45:00-03:00,6110.93,6120.21,6110.93,6119.95,3496
2025-01-02 13:50:00-03:00,6119.7,6119.7,6114.18,6115.42,4803
2025-01-02 13:55:00-03:00,6115.08,6124.38,6115.08,6120.49,5045
2025-01-02 14:00:00-03:00,6118.86,6118.86,6106.59,6111.68,5082
2025-01-02 14:05:00-03:00,6112.36,6112.36,6109.11,6109.92,4820
2025-01-02 14:10:00-03:00,6110.64,6111.0,6109.53,6110.78,3013
2025-01-02 14:15:00-03:00,6111.88,6115.92,6111.88,6113.84,4803
2025-01-02 14:20:00-03:00,6113.39,6120.44,6113.39,6117.57,3903
2025-01-02 14:25:00-03:00,6117.52,6122.34,6117.52,6121.72,3715
2025-01-02 14:30:00-03:00,6121.69,6121.69,6119.15,6119.89,3324
2025-01-02 14:35:00-03:00,6121.66,6121.66,6115.87,6117.47,3859
2025-01-02 14:40:00-03:00,6114.5,6127.69,6114.5,6121.97,3716
2025-01-02 14:45:00-03:00,6120.96,6121.69,6116.78,6120.96,3800
2025-01-02 14:50:00-03:00,6120.97,6120.97,6113.81,6114.29,5018
2025-01-02 14:55:00-03:00,6113.15,6113.15,6105.01,6108.36,3857
2025-01-02 15:00:00-03:00,6108.09,6108.09,6100.74,6103.55,4766
2025-01-02 15:05:00-03:00,6103.42,6110.29,6103.42,6106.15,3136
2025-01-02 15:10:00-03:00,6105.46,6109.31,6103.86,6106.89,4109
2025-01-02 15:15:00-03:00,6106.96,6113.23,6106.96,6110.5,4854
2025-01-02 15:20:00-03:00,6111.16,6111.16,6108.1,6108.27,3877
2025-01-02 15:25:00-03:00,6108.02,6109.33,6107.88,6109.1,5129
2025-01-02 15:30:00-03:00,6108.62,6114.73,6108.62,6112.37,5105
2025-01-02 15:35:00-03:00,6112.2,6112.2,6107.44,6110.75,3084
2025-01-02 15:40:00-03:00,6110.75,6116.36,6110.75,6113.14,5247
2025-01-02 15:45:00-03:00,6111.32,6111.79,6108.46,6109.68,6434
2025-01-02 15:50:00-03:00,6110.16,6111.42,6105.99,6107.78,3580
2025-01-02 15:55:00-03:00,6107.31,6108.25,6101.74,6105.79,3485
2025-01-02 16:00:00-03:00,6107.1,6107.1,6099.33,6099.54,4434
2025-01-02 16:05:00-03:00,6100.16,6103.7,6098.77,6102.08,4053
2025-01-02 16:10:00-03:00,6103.3,6103.76,6098.24,6099.63,4966
2025-01-02 16:15:00-03:00,6098.58,6101.64,6098.58,6099.7,3993
2025-01-02 16:20:00-03:00,6099.31,6102.35,6099.31,6102.21,3477
2025-01-02 16:25:00-03:00,6100.91,6107.59,6100.11,6104.54,4778
2025-01-02 16:30:00-03:00,6103.8,6110.73,6103.8,6108.02,3999
2025-01-02 16:35:00-03:00,6109.33,6109.33,6107.15,6107.5,3034
2025-01-02 16:40:00-03:00,6109.06,6109.06,6103.34,6105.29,3421
2025-01-02 16:45:00-03:00,6104.09,6111.1,6102.91,6104.87,3219
2025-01-02 16:50:00-03:00,6104.4,6104.4,6095.63,6096.06,3376
2025-01-02 16:55:00-03:00,6095.98,6095.98,6086.26,6088.52,4302
2025-01-02 17:00:00-03:00,6089.13,6089.13,6078.41,6081.63,4185
2025-01-02 17:05:00-03:00,6079.8,6079.8,6075.63,6076.44,5234
2025-01-02 17:10:00-03:00,6074.77,6081.34,6074.77,6078.52,3835
2025-01-02 17:15:00-03:00,6079.03,6079.03,6070.28,6073.81,3830
2025-01-02 17:20:00-03:00,6071.78,6078.02,6068.84,6071.84,3648
2025-01-02 17:25:00-03:00,6071.38,6080.64,6071.38,6078.6,3012
2025-01-02 17:30:00-03:00,6078.77,6078.77,6073.05,6076.75,5289
2025-01-02 17:35:00-03:00,6077.18,6081.09,6077.18,6080.58,4952
2025-01-02 17:40:00-03:00,6080.44,6080.44,6073.12,6075.73,4171
2025-01-02 17:45:00-03:00,6075.35,6076.71,6072.77,6074.66,6208
2025-01-02 17:50:00-03:00,6075.54,6075.54,6069.28,6069.72,5112
2025-01-02 17:55:00-03:00,6070.02,6070.02,6064.35,6067.96,3551
2025-01-03 09:00:00-03:00,6067.29,6077.12,6067.29,6072.33,3044
2025-01-03 09:05:00-03:00,6072.37,6072.37,6059.48,6063.36,6285
2025-01-03 09:10:00-03:00,6063.75,6066.69,6063.75,6065.61,5735
2025-01-03 09:15:00-03:00,6067.39,6069.68,6062.55,6066.84,3003
2025-01-03 09:20:00-03:00,6067.66,6067.66,6062.39,6063.76,5955
2025-01-03 09:25:00-03:00,6065.02,6065.02,6055.28,6056.26,4047
2025-01-03 09:30:00-03:00,6055.63,6056.96,6051.69,6056.63,4295
2025-01-03 09:35:00-03:00,6056.09,6061.83,6051.69,6053.89,3719
2025-01-03 09:40:00-03:00,6053.65,6058.41,6053.65,6055.09,3082
2025-01-03 09:45:00-03:00,6054.95,6060.1,6053.09,6055.21,4822
2025-01-03 09:50:00-03:00,6054.16,6064.93,6054.16,6063.52,3518
2025-01-03 09:55:00-03:00,6064.83,6067.42,6059.78,6062.27,4035
2025-01-03 10:00:00-03:00,6063.19,6063.19,6056.1,6056.96,5127
2025-01-03 10:05:00-03:00,6056.65,6057.93,6052.3,6057.89,3068
2025-01-03 10:10:00-03:00,6058.56,6061.9,6058.56,6059.04,4636
2025-01-03 10:15:00-03:00,6059.27,6066.81,6059.27,6066.09,4027
2025-01-03 10:20:00-03:00,6066.84,6071.62,6066.84,6070.43,5110
2025-01-03 10:25:00-03:00,6069.03,6073.22,6069.03,6072.28,3410
2025-01-03 10:30:00-03:00,6072.13,6081.71,6072.13,6079.89,3652
2025-01-03 10:35:00-03:00,6079.83,6079.83,6073.66,6073.71,3197
2025-01-03 10:40:00-03:00,6074.36,6074.36,6066.74,6070.38,3758
2025-01-03 10:45:00-03:00,6069.73,6069.73,6065.55,6065.57,3002
2025-01-03 10:50:00-03:00,6062.98,6064.71,6061.55,6063.55,3663
2025-01-03 10:55:00-03:00,6062.43,6062.43,6055.77,6056.41,4439
2025-01-03 11:00:00-03:00,6056.34,6062.82,6056.21,6059.7,3304
2025-01-03 11:05:00-03:00,6059.77,6059.77,6057.49,6058.55,5244
2025-01-03 11:10:00-03:00,6060.29,6060.29,6049.4,6050.92,5519
2025-01-03 11:15:00-03:00,6051.53,6051.53,6039.28,6045.67,5590
2025-01-03 11:20:00-03:00,6045.75,6053.95,6045.68,6047.29,3926
2025-01-03 11:25:00-03:00,6047.26,6053.57,6047.26,6051.63,4727
2025-01-03 11:30:00-03:00,6052.78,6063.3,6052.78,6061.98,3450
2025-01-03 11:35:00-03:00,6061.37,6077.91,6061.37,6077.12,3204
2025-01-03 11:40:00-03:00,6076.97,6080.55,6076.97,6079.27,3097
2025-01-03 11:45:00-03:00,6078.14,6078.14,6073.99,6074.13,3657
2025-01-03 11:50:00-03:00,6075.6,6075.6,6060.23,6063.05,3237
2025-01-03 11:55:00-03:00,6063.46,6065.57,6062.84,6064.44,7064
2025-01-03 12:00:00-03:00,6063.71,6063.71,6057.67,6060.22,3485
2025-01-03 12:05:00-03:00,6060.11,6060.11,6056.67,6058.07,3637
2025-01-03 12:10:00-03:00,6058.6,6059.91,6054.87,6054.9,5460
2025-01-03 12:15:00-03:00,6054.64,6054.64,6053.35,6054.17,5529
2025-01-03 12:20:00-03:00,6053.61,6063.04,6053.4,6059.69,5044
2025-01-03 12:25:00-03:00,6059.02,6061.19,6058.39,6060.51,3524
2025-01-03 12:30:00-03:00,6060.86,6061.83,6058.91,6059.69,5349
2025-01-03 12:35:00-03:00,6059.31,6059.31,6052.37,6054.32,5279
2025-01-03 12:40:00-03:00,6053.85,6053.85,6041.02,6045.64,4519
2025-01-03 12:45:00-03:00,6044.26,6044.26,6040.83,6043.13,3525
2025-01-03 12:50:00-03:00,6043.21,6044.13,6041.1,6042.85,3249
2025-01-03 12:55:00-03:00,6042.66,6052.95,6042.66,6052.0,5070
2025-01-03 13:00:00-03:00,6051.67,6053.42,6051.67,6052.68,4816
2025-01-03 13:05:00-03:00,6052.88,6058.82,6052.88,6057.77,4737
2025-01-03 13:10:00-03:00,6058.54,6060.97,6053.22,6055.18,3685
2025-01-03 13:15:00-03:00,6055.91,6055.91,6048.04,6049.04,3523
2025-01-03 13:20:00-03:00,6049.61,6049.61,6043.49,6044.05,4150
2025-01-03 13:25:00-03:00,6043.8,6043.8,6040.19,6040.3,4224
2025-01-03 13:30:00-03:00,6039.71,6054.26,6039.71,6051.31,3285
2025-01-03 13:35:00-03:00,6050.23,6050.23,6046.47,6047.06,3526
2025-01-03 13:40:00-03:00,6046.44,6057.57,6046.44,6051.4,4699
2025-01-03 13:45:00-03:00,6051.42,6051.42,6045.07,6046.73,5496
2025-01-03 13:50:00-03:00,6045.91,6057.3,6045.91,6051.55,4124
2025-01-03 13:55:00-03:00,6051.65,6057.35,6050.82,6053.54,3395
2025-01-03 14:00:00-03:00,6052.54,6053.17,6051.62,6052.73,3526
2025-01-03 14:05:00-03:00,6051.01,6055.11,6051.01,6052.52,3729
2025-01-03 14:10:00-03:00,6053.37,6053.37,6044.57,6049.13,3783
2025-01-03 14:15:00-03:00,6048.64,6055.46,6048.64,6051.44,5825
2025-01-03 14:20:00-03:00,6050.57,6050.57,6047.18,6049.08,3633
2025-01-03 14:25:00-03:00,6047.95,6047.95,6040.23,6042.74,3797
2025-01-03 14:30:00-03:00,6043.18,6043.18,6035.3,6036.13,5638
2025-01-03 14:35:00-03:00,6037.56,6037.56,6033.48,6037.03,3673
2025-01-03 14:40:00-03:00,6036.61,6052.35,6036.61,6045.19,3132
2025-01-03 14:45:00-03:00,6044.97,6048.18,6040.45,6046.02,4879
2025-01-03 14:50:00-03:00,6047.13,6048.12,6044.78,6045.41,3258
2025-01-03 14:55:00-03:00,6043.53,6049.07,6043.53,6046.88,5233
2025-01-03 15:00:00-03:00,6048.92,6057.48,6048.92,6053.65,4121
2025-01-03 15:05:00-03:00,6056.18,6056.18,6051.97,6054.78,3629
2025-01-03 15:10:00-03:00,6051.98,6057.98,6049.27,6052.66,3415
2025-01-03 15:15:00-03:00,6052.55,6058.88,6052.55,6058.39,3150
2025-01-03 15:20:00-03:00,6057.64,6062.72,6057.64,6060.61,4142
2025-01-03 15:25:00-03:00,6060.34,6071.1,6060.34,6068.58,4703
2025-01-03 15:30:00-03:00,6068.15,6069.99,6067.59,6069.54,3306
2025-01-03 15:35:00-03:00,6070.38,6070.38,6060.56,6063.18,4049
2025-01-03 15:40:00-03:00,6063.06,6063.06,6053.71,6056.08,5673
2025-01-03 15:45:00-03:00,6055.14,6066.59,6055.14,6064.65,4027
2025-01-03 15:50:00-03:00,6064.47,6075.29,6064.47,6073.6,5511
